group_id,image_link,text_ext,entity_name,entity_value
365637,https://m.media-amazon.com/images/I/718EdwGgyVL.jpg,"Available i
T e in
WO OTHER DIFFERENT
FLAVOURS

MILLET SHORTBREAD
—— MILLET SHORTBREAD

MILLET SHORTBREAD
With Psyllium Husk and ennel
sweetened with Jaggery

‘ed With Psyllium Husk and |

Enhance
.d with Coco Butter
Enhanced

Sweetene

ack for boosting ené

k for boosting ene!
sting energy

all day sm
All day snac!
All day snack for boo:

[enero
rauiercy FROM Tpeuicious
ENERO Oo [ Sextres
Serre
ction |

SUpERFOO?

romauiecs eet
“GROUPS. JP

} SUpERFOOD

Net Weight 2009""
Net Weight 2009""

",item_weight,200.0 gram
487566,https://m.media-amazon.com/images/I/713twQgCHSL.jpg,,item_weight,5.0 kilogram
767202,https://m.media-amazon.com/images/I/61I0O1qJbhS.jpg,"Unsere Produkte reduzieren die Betriebskosten
des Druckers um bis zu 60% und behalten dabei
den hohen technischen Parameter und die
Druckqualitat bei.

",item_weight,60.0 pound
369753,https://m.media-amazon.com/images/I/61eOO5IW4NL.jpg,"HOW TO USE

1 TEST 2 PREP
Take a easy skin allergy test Skin care and moisturizing before use

3 CUT 4STICK
Cut to the size as required Cover the areas that need
",item_volume,3.0 cubic foot
731432,https://m.media-amazon.com/images/I/716AQpAJjZL.jpg,"Suggested
Storage

Store in a cool,
dry place after

Opening. gums

NO

Collagen
Peptides Powder

",item_weight,227 gram
709627,https://m.media-amazon.com/images/I/71FVeRd2jqL.jpg,"=

l 100.

OF CHARGES

——e

",item_weight,100 gram
639090,https://m.media-amazon.com/images/I/81njuNSPdjL.jpg,"Grand Dessert Schoko

Schokocréme mit Sahne. Zutaten: a
IS, Glu ukose-Fruktose-Sirup, Zucker, mo

Ehrmann GmbH
Hauptstr. 19

87770 Oberschénegg
WWW.ehrmann.de

002971253009 &
",item_weight,190.0 gram
639090,https://m.media-amazon.com/images/I/51xfRlxWIXL.jpg,"Nahrwertangaben pro 1009:

Energie 520 kJ (124 ka)
Fett 5,0

davon gesattigte Fettsauren 334
Kohlenhydrate 17,09
davon Zucker 14,09
Eiweig, 2,79
Salz 0,109

",item_weight,100.0 gram
459516,https://m.media-amazon.com/images/I/71duwM3SjpL.jpg,"Supports :

Y Stress & Anxiety Buster*
Y Improve Sleep Quality*
Y Strength & Stamina*

yf |

ea » 7

KSM-66""
Ashwagandha

5% withanolides

A SRS nee
600 mg «60 I Veaps® Plus

",item_weight,600 milligram
630869,https://m.media-amazon.com/images/I/612xIhPMHqL.jpg,"1.60 INcH

(40.7MM)

Net Weight: 3.2G

| [-Deoreeeeen
Mforerer din Hy Teas =| | eon
925 Sterling Silver Customizable 6.3+2 INCH Extend Chain
(160mm+50MM)

Manual measurement, the size may be slightly different from the physical.
",item_weight,3.2 gram
630869,https://m.media-amazon.com/images/I/51b9JEHOriL.jpg,"Weight: 6.5g
Length: 19¢cm+5cm
",item_weight,6.5 gram
881883,https://m.media-amazon.com/images/I/81lgxfKqUUL.jpg,"ELEGANT JACQUARD WINDOW CURTAIN
WITH ATTACHED VALANCE

Description: Color: Beige |v Blue Brick

160GSM JAQUARD+FANCY VALANCE BURGUNDY | Grey LIGHT BROWN
Fabric Content: 100% Polyester. Light taupe

rvccuconne |

VENICE COLLECTIONS, INC. | |
218671162731

RN #131381
MADE IN CHINA

",item_weight,160.0 gram
558374,https://m.media-amazon.com/images/I/814sAvV89SL.jpg,"Nutrition Facts

Serving size 3 Pieces (42g)
a

Amount Per Serving e
Calories ‘«*) 160

% Daily Value*
Total Fat 0g 0%
Saturated Fat 0g
Trans Fat Og

Total Carbohydrate 39g

Dietary Fiber Og

Total Sugars 28g

Includes 28g Added Sugars

Protein 0g
Vitamin D Omcg

Calcium Omg

lron Omg

Potassium Omg

*The % Daily Value (DV) tells you how much a nutrient in a
serving of food contributes to a daily diet. 2,000 calories a
day is used for general nutrition advice.

Ingredients: Sugar, Glucose, Agar, Citric
Acid, Canola Oil, Natural & Artificial
Flavors, Artificial Colors
",item_weight,42.0 gram
601746,https://m.media-amazon.com/images/I/61cMeogK8gL.jpg,"BALL WEIGHT: 26 Grams
BALL DIAMETER: 74mm
NUMBER OF HOLES: 40
",item_weight,26.0 gram
752266,https://m.media-amazon.com/images/I/811VfR10yxL.jpg,"- Specification: :
Product name: Solar Sensor Wall Lights
Quantity: 2PCS : :
Solar panel: 5.5V, 0.55W
LED: 144 LED
Sensor angle: 120 degrees
Sensor distance: 3-7m :
Protection level: IP65 waterproof
Ideal mounting height: 1.8-2.5m
_ Working temperature: -40°C~+85 °C
Switch: Mode 1 — Mode 2 > Mode 3 -off :
Product Size: 12.4x9.6x 48cm / 4.88 x 3.80 x 1.89in
Charging time: 8 hours in the sunlight

Function Switch:

4. The first work mode: continuously bright light

2 The 2nd work mode: the lights will illuminate with a
constant light in dark places, when people go through
the sensor area, strong lighting 20 seconds. And the light
will turn to dim after people leave the induction area.

3. The 3rd work mode: When people go through the sensor
area, the light will be strong. And the light willturn off after
people leave the induction area. :

ce WA ca

Made in China

",wattage,0.55 watt
254449,https://m.media-amazon.com/images/I/71WLYfmMqQL.jpg,"=
atic
a ww

90 mg

250 tablets
‘ comprimés npngoo060

",item_weight,50.0 milligram
523149,https://m.media-amazon.com/images/I/61Dq3LRei9L.jpg,,item_weight,10.0 kilogram
416664,https://m.media-amazon.com/images/I/71XK5d3Oh9L.jpg,,wattage,49.0 watt
459516,https://m.media-amazon.com/images/I/61kyBEJYDeL.jpg,,item_weight,500 milligram
459516,https://m.media-amazon.com/images/I/71uQmsTESvL.jpg,"GREEN COFFEE

Helps Control Supports Blood
Appetite* Sugar Level* ©

Supports Weight Supports Immune
managment* Wav System*
. ma ¢
———_—_— . = (3)
ay:
Boosts “Niterbal max ay

Digestion*

Metabolism* Cc R E E N

COFFEE

Enhance Supports
Mood* Fat Burn*
",item_weight,500 milligram
241608,https://m.media-amazon.com/images/I/71jG8BOi4WL.jpg,"16G Thick High Grade 304 Stainless Steel

\
\
Wal
Nl
Na
1

I

U

— Water Repellent — — Stain Resistant & Anti-bacterial Protection —
",item_weight,16.0 gram
308856,https://m.media-amazon.com/images/I/61390hosjFL.jpg,,item_weight,8 kilogram
